Timestamp,Temperature,Voltage
09:12:41.751623,294.1,-2.07094344e-06
09:12:42.321355,294.1,-2.27430936e-06
09:12:42.880122,294.1,-2.50899627e-06
09:12:43.456360,294.1,-2.30298351e-06
09:12:44.018311,294.2,-2.16711214e-06
09:12:44.587286,294.2,-2.43928433e-06
09:12:45.155831,294.2,-2.19489186e-06
09:12:45.719261,294.3,-2.39605245e-06
09:12:46.287638,294.3,-2.16621766e-06
09:12:46.857405,294.4,-1.72639946e-06
09:12:47.426162,294.5,-2.10621782e-06
09:12:47.996623,294.5,-1.93902286e-06
09:12:48.572238,294.6,-1.95887425e-06
09:12:49.145062,294.7,-1.96240339e-06
09:12:49.722188,294.7,-2.2090018e-06
09:12:50.299732,294.8,-2.09121687e-06
09:12:50.868229,294.9,-1.75814853e-06
09:12:51.440932,295.0,-2.02327514e-06
09:12:52.011812,295.1,-1.77270624e-06
09:12:52.582319,295.2,-1.97783747e-06
09:12:53.147217,295.4,-1.82299647e-06
09:12:53.720282,295.5,-1.79873241e-06
09:12:54.285848,295.6,-1.54728085e-06
09:12:54.858078,295.7,-1.57816082e-06
09:12:55.425446,295.8,-1.39905695e-06
09:12:55.988409,295.9,-1.32670957e-06
09:12:56.549489,296.1,-1.25259763e-06
09:12:57.113593,296.1,-1.5221288e-06
09:12:57.674806,296.2,-1.29582246e-06
09:12:58.234622,296.3,-1.55080309e-06
09:12:58.799014,296.4,-1.48595508e-06
09:12:59.365304,296.5,-1.13524642e-06
09:12:59.939048,296.7,-1.45683688e-06
09:13:00.514191,296.8,-8.29971283e-07
09:13:01.081222,296.9,-1.18509155e-06
09:13:01.655064,297.0,-5.27788195e-07
09:13:02.229077,297.2,-9.53932521e-07
09:13:02.808465,297.3,-7.37772356e-07
09:13:03.372129,297.4,-6.43797482e-07
09:13:03.947652,297.5,-5.9835967e-07
09:13:04.510900,297.7,-6.45120914e-07
09:13:05.071843,297.8,-6.65413529e-07
09:13:05.635821,297.8,-3.31026523e-07
09:13:06.211932,297.9,-6.69818584e-07
09:13:06.787521,298.0,-2.7940421e-07
09:13:07.363791,298.2,1.48390018e-08
09:13:07.930286,298.3,-2.62199585e-07
09:13:08.503134,298.4,-1.78056724e-08
09:13:09.068739,298.5,-1.5059009e-07
09:13:09.629682,298.7,-1.6381735e-07
09:13:10.189518,298.8,-2.54693139e-07
09:13:10.755025,298.9,2.65416351e-07
09:13:11.322296,299.0,8.05767613e-08
09:13:11.883197,299.2,1.2160321e-07
09:13:12.452794,299.3,9.86656227e-08
09:13:13.015058,299.4,4.5422913e-07
09:13:13.577255,299.4,6.77889515e-07
09:13:14.138370,299.5,5.33635184e-07
09:13:14.704981,299.7,2.56596285e-07
09:13:15.271121,299.8,7.71853345e-07
09:13:15.847093,299.9,5.68930075e-07
09:13:16.413296,300.0,5.46431686e-07
09:13:16.983556,300.1,1.05860091e-06
09:13:17.552681,300.3,8.23911827e-07
09:13:18.123936,300.4,7.86414511e-07
09:13:18.698124,300.5,8.73766215e-07
09:13:19.270550,300.6,9.09941472e-07
09:13:19.832941,300.8,1.23153631e-06
09:13:20.402220,300.9,1.27918e-06
09:13:20.983231,301.0,1.39784805e-06
09:13:21.553740,301.1,1.27697427e-06
09:13:22.122169,301.3,1.50019066e-06
09:13:22.687719,301.4,1.38813982e-06
09:13:23.258818,301.4,1.34711333e-06
09:13:23.836692,301.5,1.36167111e-06
09:13:24.414797,301.6,1.27432439e-06
09:13:24.977529,301.7,1.44373384e-06
09:13:25.538472,301.9,1.52711433e-06
09:13:26.102953,302.0,1.55711224e-06
09:13:26.669780,302.1,1.57740494e-06
09:13:27.235377,302.2,1.7732736e-06
09:13:27.798528,302.4,1.76268611e-06
09:13:28.358853,302.5,1.94752877e-06
09:13:28.923603,302.6,1.97179179e-06
09:13:29.489158,302.7,2.09266572e-06
09:13:30.049410,302.8,1.89944388e-06
09:13:30.609682,303.0,2.05913865e-06
09:13:31.173012,303.0,2.04986002e-06
09:13:31.745604,303.1,2.06485225e-06
09:13:32.324494,303.2,2.2413102e-06
09:13:32.892313,303.3,2.02647264e-06
09:13:33.455764,303.5,2.47996959e-06
09:13:34.021295,303.6,2.09396781e-06
09:13:34.582050,303.7,1.83986718e-06
09:13:35.146619,303.8,2.4155612e-06
09:13:35.714489,303.9,2.37365244e-06
09:13:36.285585,304.1,2.3339494e-06
09:13:36.852149,304.2,2.47776262e-06
09:13:37.420408,304.3,2.30218228e-06
09:13:37.998742,304.4,2.35820643e-06
09:13:38.571673,304.5,2.69391748e-06
09:13:39.151859,304.7,2.7080341e-06
09:13:39.718233,304.8,2.62642235e-06
09:13:40.290213,304.8,2.51834192e-06
09:13:40.855561,304.9,2.85052249e-06
09:13:41.423049,305.0,2.87743231e-06
09:13:41.997317,305.1,3.21049645e-06
09:13:42.565516,305.3,2.91889989e-06
09:13:43.132361,305.4,2.96566122e-06
09:13:43.702821,305.5,3.12579327e-06
09:13:44.269243,305.6,3.11785183e-06
09:13:44.831882,305.7,3.14740851e-06
09:13:45.405695,305.9,3.14917308e-06
09:13:45.971582,306.0,3.28019297e-06
09:13:46.532273,306.1,3.07814883e-06
09:13:47.102118,306.2,3.43415067e-06
09:13:47.676267,306.3,3.10638043e-06
09:13:48.236124,306.4,3.58016945e-06
09:13:48.801068,306.6,3.40327057e-06
09:13:49.371368,306.7,3.53605502e-06
09:13:49.947941,306.7,3.57046033e-06
09:13:50.528316,306.8,3.60001604e-06
09:13:51.093309,306.9,3.80073663e-06
09:13:51.666372,307.0,3.63486643e-06
09:13:52.234589,307.2,3.68648029e-06
09:13:52.801334,307.3,3.54487302e-06
09:13:53.377477,307.4,3.90086388e-06
09:13:53.951988,307.5,4.00717952e-06
09:13:54.526399,307.6,3.73278812e-06
09:13:55.091401,307.8,4.02570756e-06
09:13:55.662630,307.9,3.86027866e-06
09:13:56.229277,308.0,4.20833299e-06
09:13:56.789915,308.1,4.07863336e-06
09:13:57.363463,308.2,4.12407113e-06
09:13:57.929666,308.3,4.00893272e-06
09:13:58.496803,308.5,4.01599101e-06
09:13:59.073256,308.6,4.26170785e-06
09:13:59.645440,308.6,4.51977612e-06
09:14:00.208012,308.7,4.39757942e-06
09:14:00.778968,308.8,4.07422136e-06
09:14:01.356724,308.9,4.27053014e-06
09:14:01.924206,309.0,4.76946324e-06
09:14:02.491665,309.2,4.7425562e-06
09:14:03.073500,309.3,4.75314431e-06
09:14:03.641958,309.4,4.55154176e-06
09:14:04.211788,309.5,4.51360343e-06
09:14:04.792237,309.6,4.6565339e-06
09:14:05.355497,309.8,4.8881342e-06
09:14:05.919124,309.9,4.75667078e-06
09:14:06.487413,310.0,5.14928836e-06
09:14:07.065759,310.1,4.98518304e-06
09:14:07.631379,310.2,4.8087257e-06
09:14:08.207229,310.4,5.10340945e-06
09:14:08.782903,310.5,5.02533989e-06
09:14:09.357081,310.5,5.03328375e-06
09:14:09.932890,310.6,5.09151474e-06
09:14:10.501770,310.7,5.33590844e-06
09:14:11.086260,310.8,5.03901862e-06
09:14:11.659609,310.9,5.11974795e-06
09:14:12.230309,311.1,5.50312599e-06
09:14:12.798098,311.2,5.72105142e-06
09:14:13.371081,311.3,5.19035447e-06
09:14:13.939219,311.4,5.50886087e-06
09:14:14.501646,311.5,6.10572951e-06
09:14:15.067992,311.6,5.37961226e-06
09:14:15.632115,311.8,5.6156277e-06
09:14:16.205909,311.9,5.85296366e-06
09:14:16.775932,312.0,5.8189955e-06
09:14:17.338870,312.1,5.7453243e-06
09:14:17.901817,312.2,5.80002627e-06
09:14:18.469073,312.2,5.58563882e-06
09:14:19.035223,312.3,5.85076707e-06
09:14:19.604721,312.5,5.96325909e-06
09:14:20.180438,312.6,6.46572344e-06
09:14:20.751941,312.7,5.7065126e-06
09:14:21.318599,312.8,6.06076392e-06
09:14:21.886002,312.9,5.97871605e-06
09:14:22.456208,313.1,6.10267799e-06
09:14:23.029101,313.2,6.10356028e-06
09:14:23.606235,313.3,6.30339927e-06
09:14:24.180598,313.4,6.22046388e-06
09:14:24.762350,313.5,6.72559852e-06
09:14:25.332438,313.6,6.09078896e-06
09:14:25.903488,313.7,6.56060979e-06
09:14:26.481194,313.9,6.70442349e-06
09:14:27.050366,314.0,6.4816446e-06
09:14:27.611945,314.1,6.46003566e-06
09:14:28.186945,314.1,6.76045986e-06
09:14:28.748432,314.2,6.61267574e-06
09:14:29.317370,314.3,6.89412728e-06
09:14:29.886924,314.4,7.03838223e-06
09:14:30.447368,314.6,7.04852861e-06
09:14:31.018507,314.7,6.94795732e-06
09:14:31.588408,314.8,6.86281596e-06
09:14:32.157134,314.9,7.18529436e-06
09:14:32.724394,315.0,7.11118167e-06
09:14:33.286268,315.1,7.1641193e-06
09:14:33.847676,315.3,7.16633736e-06
09:14:34.415763,315.4,7.3295671e-06
09:14:34.997633,315.5,7.10855225e-06
09:14:35.571507,315.6,7.07943652e-06
09:14:36.143423,315.7,7.17428321e-06
09:14:36.719743,315.8,7.5744039e-06
09:14:37.286539,315.8,7.27444372e-06
09:14:37.851684,316.0,7.42840436e-06
09:14:38.422256,316.1,7.2356227e-06
09:14:38.990112,316.2,7.80426241e-06
09:14:39.563605,316.3,7.44296224e-06
09:14:40.127165,316.4,7.64193224e-06
09:14:40.689340,316.5,7.81883817e-06
09:14:41.253216,316.7,7.8664822e-06
09:14:41.815633,316.8,7.63355583e-06
09:14:42.376117,316.9,7.49282949e-06
09:14:42.945936,317.0,7.73193193e-06
09:14:43.519334,317.1,7.65739648e-06
09:14:44.099972,317.2,7.76900716e-06
09:14:44.663669,317.3,8.10516263e-06
09:14:45.233579,317.5,7.99090506e-06
09:14:45.808635,317.6,7.90708677e-06
09:14:46.388234,317.6,8.16516653e-06
09:14:46.955968,317.7,7.75931116e-06
09:14:47.521870,317.8,7.93047704e-06
09:14:48.083870,317.9,8.58999504e-06
09:14:48.656143,318.0,8.34427495e-06
09:14:49.232694,318.2,8.28339637e-06
09:14:49.807150,318.3,8.49384959e-06
09:14:50.384242,318.4,8.20974912e-06
09:14:50.951365,318.5,8.42723597e-06
09:14:51.522161,318.6,8.09416787e-06
09:14:52.096120,318.7,8.49473189e-06
09:14:52.663531,318.9,8.29270112e-06
09:14:53.230776,319.0,8.46784479e-06
09:14:53.801493,319.1,8.7043014e-06
09:14:54.373538,319.2,8.67915583e-06
09:14:54.952238,319.3,8.62886468e-06
09:14:55.524029,319.4,8.49784302e-06
09:14:56.096492,319.4,8.68182527e-06
09:14:56.666146,319.5,8.82431703e-06
09:14:57.237576,319.7,9.12077047e-06
09:14:57.813094,319.8,8.95313311e-06
09:14:58.377009,319.9,8.675208e-06
09:14:58.944606,320.0,8.92622168e-06
09:14:59.524905,320.1,8.90945764e-06
09:15:00.096634,320.2,9.04709673e-06
09:15:00.666074,320.4,8.91739836e-06
09:15:01.232357,320.5,8.99989358e-06
09:15:01.806729,320.6,9.11812203e-06
09:15:02.372968,320.7,9.33164593e-06
09:15:02.941650,320.8,9.26547327e-06
09:15:03.515947,320.9,9.19003643e-06
09:15:04.091346,321.0,9.17900765e-06
09:15:04.652761,321.2,9.22047585e-06
09:15:05.215695,321.2,9.32546527e-06
09:15:05.776892,321.3,9.54030388e-06
09:15:06.346452,321.4,9.56853754e-06
09:15:06.916500,321.5,9.21076414e-06
09:15:07.482854,321.6,9.85925601e-06
09:15:08.056293,321.7,9.53015741e-06
09:15:08.623822,321.8,9.44413236e-06
09:15:09.191611,322.0,9.50633464e-06
09:15:09.758942,322.1,9.75646721e-06
09:15:10.320121,322.2,9.77499555e-06
09:15:10.886218,322.3,9.75470261e-06
09:15:11.458653,322.4,9.62676e-06
09:15:12.036194,322.5,9.58793668e-06
09:15:12.605998,322.7,9.92497579e-06
09:15:13.178184,322.8,9.75204473e-06
09:15:13.755947,322.9,9.76130889e-06
09:15:14.323609,322.9,9.81645272e-06
09:15:14.892119,323.0,1.0227161e-05
09:15:15.459402,323.1,9.93467819e-06
09:15:16.030812,323.2,1.01698115e-05
09:15:16.596203,323.3,1.03096562e-05
09:15:17.163257,323.5,1.01406955e-05
09:15:17.741169,323.6,1.01662891e-05
09:15:18.322299,323.7,1.04728906e-05
09:15:18.885708,323.8,1.02765785e-05
09:15:19.457898,323.9,1.05143588e-05
09:15:20.033357,324.0,1.04168645e-05
09:15:20.615570,324.1,1.04146587e-05
09:15:21.178152,324.3,1.03564315e-05
09:15:21.743112,324.4,1.04552493e-05
09:15:22.319067,324.5,1.04490732e-05
09:15:22.879677,324.6,1.07499381e-05
09:15:23.442120,324.6,1.04151046e-05
09:15:24.010771,324.7,1.06352362e-05
09:15:24.583706,324.8,1.04671566e-05
09:15:25.161652,324.9,1.06378819e-05
09:15:25.733986,325.1,1.1091385e-05
09:15:26.314496,325.2,1.06886143e-05
09:15:26.886127,325.3,1.08747799e-05
09:15:27.460741,325.4,1.12228516e-05
09:15:28.033069,325.5,1.08227277e-05
09:15:28.593307,325.6,1.11624139e-05
09:15:29.155857,325.7,1.08134636e-05
09:15:29.728974,325.9,1.09369858e-05
09:15:30.302826,326.0,1.08963918e-05
09:15:30.869638,326.1,1.11068186e-05
09:15:31.444250,326.2,1.10569686e-05
09:15:32.007671,326.3,1.12903373e-05
09:15:32.573005,326.4,1.10062363e-05
09:15:33.137449,326.5,1.11584333e-05
09:15:33.713009,326.5,1.14566453e-05
09:15:34.276328,326.6,1.13053307e-05
09:15:34.841532,326.7,1.13428285e-05
09:15:35.403406,326.9,1.14028249e-05
09:15:35.970759,327.0,1.16661918e-05
09:15:36.537131,327.1,1.16061926e-05
09:15:37.099585,327.2,1.16181024e-05
09:15:37.663491,327.3,1.16269254e-05
09:15:38.227490,327.4,1.11879807e-05
09:15:38.793093,327.5,1.17367719e-05
09:15:39.354673,327.6,1.16225139e-05
09:15:39.915993,327.8,1.16851542e-05
09:15:40.483233,327.9,1.1634863e-05
09:15:41.049675,328.0,1.22198285e-05
09:15:41.609674,328.1,1.19004356e-05
09:15:42.169304,328.1,1.22732077e-05
09:15:42.732088,328.2,1.18968962e-05
09:15:43.301410,328.3,1.18602763e-05
09:15:43.868035,328.4,1.21276132e-05
09:15:44.431253,328.5,1.18986564e-05
09:15:45.001600,328.7,1.20790867e-05
09:15:45.568207,328.8,1.22140787e-05
09:15:46.132131,328.9,1.20909857e-05
09:15:46.702264,329.0,1.21487763e-05
09:15:47.278003,329.1,1.23512641e-05
09:15:47.852285,329.2,1.22489174e-05
09:15:48.413134,329.3,1.23812623e-05
09:15:48.982032,329.4,1.17786421e-05
09:15:49.560463,329.6,1.23936022e-05
09:15:50.133464,329.7,1.25766793e-05
09:15:50.712004,329.8,1.25603568e-05
09:15:51.286696,329.9,1.25475634e-05
09:15:51.868193,329.9,1.25696209e-05
09:15:52.433096,330.0,1.26997499e-05
09:15:53.003646,330.1,1.24849101e-05
09:15:53.578845,330.2,1.24650584e-05
09:15:54.155982,330.3,1.27134255e-05
09:15:54.727322,330.5,1.29273829e-05
09:15:55.302179,330.6,1.27240089e-05
09:15:55.875673,330.7,1.2677246e-05
09:15:56.443279,330.8,1.27288604e-05
09:15:57.017867,330.9,1.29644341e-05
09:15:57.586917,331.0,1.29216427e-05
09:15:58.151973,331.1,1.24756408e-05
09:15:58.719158,331.2,1.30036856e-05
09:15:59.279381,331.3,1.28938395e-05
09:15:59.841721,331.4,1.31819098e-05
09:16:00.416870,331.6,1.25828294e-05
09:16:00.993663,331.7,1.27328201e-05
09:16:01.556277,331.8,1.31100004e-05
09:16:02.131649,331.9,1.30486798e-05
09:16:02.706526,331.9,1.30627966e-05
09:16:03.286822,332.0,1.34602718e-05
09:16:03.854424,332.1,1.27138478e-05
09:16:04.420083,332.2,1.33235157e-05
09:16:04.979537,332.3,1.32172075e-05
09:16:05.553122,332.5,1.316824e-05
09:16:06.127509,332.6,1.2937519e-05
09:16:06.724962,332.7,1.34439582e-05
09:16:07.286561,332.8,1.341396e-05
09:16:07.858272,332.9,1.33663144e-05
09:16:08.426283,333.0,1.34205754e-05
09:16:08.985895,333.1,1.34179285e-05
09:16:09.557237,333.2,1.36755596e-05
09:16:10.132349,333.3,1.33349925e-05
09:16:10.706541,333.5,1.33852835e-05
09:16:11.282454,333.6,1.35343828e-05
09:16:11.853950,333.7,1.36084959e-05
09:16:12.426024,333.8,1.35427647e-05
09:16:13.003253,333.9,1.37831908e-05
09:16:13.578632,334.0,1.37337822e-05
09:16:14.152776,334.0,1.36133377e-05
09:16:14.723762,334.1,1.37950862e-05
09:16:15.289017,334.2,1.36755349e-05
09:16:15.852073,334.3,1.37580297e-05
09:16:16.425062,334.5,1.3836113e-05
09:16:16.998596,334.6,1.37942039e-05
09:16:17.565072,334.7,1.39203713e-05
09:16:18.134505,334.8,1.39803675e-05
09:16:18.711138,334.9,1.39627216e-05
09:16:19.290074,335.0,1.42657907e-05
09:16:19.857427,335.1,1.35775989e-05
09:16:20.425957,335.2,1.3706407e-05
09:16:20.992631,335.3,1.42247533e-05
09:16:21.569711,335.5,1.40707925e-05
09:16:22.144925,335.6,1.38422776e-05
09:16:22.719030,335.7,1.39975619e-05
09:16:23.291088,335.8,1.41224069e-05
09:16:23.856779,335.9,1.41206332e-05
09:16:24.426134,335.9,1.40213748e-05
09:16:24.996832,336.0,1.41868054e-05
09:16:25.570626,336.1,1.4572369e-05
09:16:26.138100,336.2,1.44007623e-05
09:16:26.706116,336.3,1.43495863e-05
09:16:27.277030,336.4,1.43910531e-05
09:16:27.855466,336.6,1.46614769e-05
09:16:28.431743,336.7,1.47236788e-05
09:16:29.001588,336.8,1.46186856e-05
09:16:29.570989,336.9,1.45423669e-05
09:16:30.141181,337.0,1.46575155e-05
09:16:30.711729,337.1,1.46076658e-05
09:16:31.292165,337.2,1.4581638e-05
09:16:31.861714,337.3,1.45657567e-05
09:16:32.427976,337.4,1.45798734e-05
09:16:33.000967,337.5,1.45194428e-05
09:16:33.570912,337.7,1.47395776e-05
09:16:34.135147,337.8,1.47382542e-05
09:16:34.711955,337.9,1.48758925e-05
09:16:35.275215,337.9,1.48441298e-05
09:16:35.847126,338.0,1.50488227e-05
09:16:36.426467,338.1,1.49045736e-05
09:16:37.000947,338.2,1.47867869e-05
09:16:37.568441,338.3,1.48622234e-05
09:16:38.139420,338.4,1.50391239e-05
09:16:38.708154,338.5,1.5122501e-05
09:16:39.271009,338.7,1.52486617e-05
09:16:39.840213,338.8,1.50338191e-05
09:16:40.414125,338.9,1.48895636e-05
09:16:40.972824,339.0,1.52513053e-05
09:16:41.531431,339.1,1.54233532e-05
09:16:42.103473,339.2,1.52526287e-05
09:16:42.672741,339.3,1.49844054e-05
09:16:43.241607,339.4,1.50766054e-05
09:16:43.806714,339.5,1.51343958e-05
09:16:44.376952,339.5,1.54912848e-05
09:16:44.944901,339.6,1.52398303e-05
09:16:45.514829,339.8,1.53496728e-05
09:16:46.081968,339.9,1.56037733e-05
09:16:46.641001,340.0,1.54308432e-05
09:16:47.215913,340.1,1.53717293e-05
09:16:47.793036,340.2,1.55203963e-05
09:16:48.356945,340.3,1.57352355e-05
09:16:48.929803,340.4,1.53633433e-05
09:16:49.495993,340.5,1.5499217e-05
09:16:50.056946,340.6,1.56717059e-05
09:16:50.630003,340.7,1.5541126e-05
09:16:51.202272,340.9,1.5612592e-05
09:16:51.771177,341.0,1.58530152e-05
09:16:52.340051,341.1,1.57272868e-05
09:16:52.918868,341.2,1.59822704e-05
09:16:53.493943,341.3,1.60810876e-05
09:16:54.069833,341.3,1.58163987e-05
09:16:54.645594,341.4,1.5620529e-05
09:16:55.211018,341.5,1.59668282e-05
09:16:55.780109,341.6,1.57559594e-05
09:16:56.354160,341.7,1.61132893e-05
09:16:56.921995,341.8,1.60210894e-05
09:16:57.495361,342.0,1.58874215e-05
09:16:58.063904,342.1,1.5891838e-05
09:16:58.637034,342.2,1.65262113e-05
09:16:59.206346,342.3,1.60890334e-05
09:16:59.779775,342.4,1.60303607e-05
09:17:00.358155,342.5,1.60841808e-05
09:17:00.921868,342.6,1.63387233e-05
09:17:01.495668,342.7,1.63563717e-05
09:17:02.058254,342.8,1.61472675e-05
09:17:02.626504,342.9,1.6223145e-05
09:17:03.186736,343.1,1.61927057e-05
09:17:03.751936,343.2,1.66091496e-05
09:17:04.317640,343.2,1.63793181e-05
09:17:04.888107,343.3,1.64891669e-05
09:17:05.468979,343.4,1.63563812e-05
09:17:06.045260,343.5,1.65363698e-05
09:17:06.618810,343.6,1.66065124e-05
09:17:07.190387,343.7,1.64653449e-05
09:17:07.769929,343.8,1.65346121e-05
09:17:08.343487,343.9,1.64896149e-05
09:17:08.921397,344.0,1.64388829e-05
09:17:09.496240,344.1,1.65332886e-05
09:17:10.062435,344.3,1.68169471e-05
09:17:10.624195,344.4,1.68076822e-05
